Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0; GTB7.1; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; InfoPath.2; .NET CLR 3.5.30729; .NET4.0C; .NET CLR 3.0.30729; AskTbFWV5/5.12.2.16749; 978803803)|
Mozilla/5.0 (Linux; U; Android 2.3.3; ja-jp; INFOBAR A01 Build/S9081) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 3_1_2 like Mac OS X; tr-tr) AppleWebKit/528.18 (KHTML, like Gecko) Version/4.0 Mobile/Unknown Safari/528.16|
Dalvik/1.4.0 (Linux; U; Android 2.3.7; HTC Desire Build/GINGERVillain-3.2)|http://uaprof.vtext.com/adr62k/adr62k.xml
Opera/9.80 (J2ME/MIDP; Opera Mini/4.2.22230/26.984; U; en) Presto/2.8.119 Version/10.54|
Blackberry9300/6.0.0.448 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/604|http://www.blackberry.net/go/mobile/profiles/uaprof/9300_umts/5.0.0.rdf
Mozilla/5.0 (Linux; U; Android 2.3.3; ar-kw; HTC_DesireHD_A9191 Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://www.htcmms.com.tw/Android/Common/PG88/ua-profile.xml
Dalvik/1.4.0 (Linux; U; Android 2.3.3; SO-01C Build/3.0.1.G.0.75)|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; de_DE) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.2.1;FBSS/2; FBCR/o2-de;FBID/phone;FBLC/de_DE;FBSF/2.0]|
NokiaN72/5.0706.4.0.1 Series60/2.8 Profile/MIDP-2.0 Configuration/CLDC-1.1/UC Browser7.8.0.95/27/352|http://nds1.nds.nokia.com/uaprof/NN72r100.xml
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_5 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0;FBBV/4000.0;FBDV/iPhone3,3;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.2.5;FBSS/2; FBCR/Verizon;FBID/phone;FBLC/en_US;FBSF/2.0]|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_5 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0;FBBV/4000.0;FBDV/iPhone3,3;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.2.5;FBSS/2; FBCR/Verizon;FBID/phone;FBLC/en_US;FBSF/2.0]|
BlackBerry9000/5.0.0.931 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/179|http://www.blackberry.net/go/mobile/profiles/uaprof/9000/4.6.0.rdf
SAMSUNG-SGH-i900/AKHJ1 profile/MIDP-2.0 configuration/CLDC-1.1 Opera 9.5|http://wap.samsungmobile.com/uaprof/SGH-i900.xml
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; sv_SE) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.2.1;FBSS/2; FBCR/Telenor;FBID/phone;FBLC/sv_SE;FBSF/2.0]|
Mozilla/5.0 (Linux; U; Android 2.2; ko-kr; SMA Build/11002700) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|
Dalvik/1.4.0 (Linux; U; Android 2.3.4; R800i Build/4.0.1.A.2.14)|http://www.htcmms.com.tw/Android/Common/PG863/ua-profile.xml
Mozilla/5.0 (Linux; U; Android 2.1-update1; pt-pt; Vodafone 845 Build/B226) AppleWebKit/530.17 (KHTML, like Gecko) Version/4.0 Mobile Safari/530.17|http://wap1.huawei.com/uaprof/HuaweiU8230v100WCDMAEclair.xml
Mozilla/5.0 (BlackBerry; U; BlackBerry 9930; en-US) AppleWebKit/534.11+ (KHTML, like Gecko) Version/7.0.0.362 Mobile Safari/534.11+|
Dalvik/1.2.0 (Linux; U; Android 2.2.2; LG-KU5900 Build/FRG83G)|http://www-ccpp.tcl-ta.com/files/ALCATEL_one_touch_908.xml
Mozilla/5.0 (Linux; U; Android 2.2.2; en-us; G.net A6 Build/FRG83G) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://www-ccpp.tcl-ta.com/files/ALCATEL_one_touch_908.xml
Dalvik/1.4.0 (Linux; U; Android 2.3.3; HTC Legend Build/GRI40)|http://www.htcmms.com.tw/Android/Common/Legend/ua-profile.xml
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_5 like Mac OS X; de_DE) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.3.5;FBSS/2; FBCR/Carrier;FBID/phone;FBLC/de_DE;FBSF/2.0]|
SAMSUNG-SGH-i900/AKIC1profile/MIDP-2.0 configuration/CLDC-1.1 Opera 9.5|http://wap.samsungmobile.com/uaprof/SGH-i900.xml
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_3 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.3.3;FBSS/2; FBCR/AT&T;FBID/phone;FBLC/en_US;FBSF/2.0]|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_1 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone2,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.1;FBSS/1; FBCR/vodafoneUK;FBID/phone;FBLC/en_US;FBSF/1.0]|
Opera/9.80 (J2ME/MIDP; Opera Mini/4.8462/26.984; U; en) Presto/2.8.119 Version/10.54|
Dalvik/1.4.0 (Linux; U; Android 2.3.4; SGH-T959V Build/GINGERBREAD)|http://www.htcmms.com.tw/Android/Common/PG863/ua-profile.xml
Mozilla/5.0 (Linux; U; Android 2.2.2; en-us; SCH-M828C[0000006695] Build/FROYO) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://www-ccpp.tcl-ta.com/files/ALCATEL_one_touch_908.xml
Opera/9.80 (Android 2.3.1; Linux; Opera Tablet/ADR-1110071847; U; en) Presto/2.9.201 Version/11.50|http://wap.sonyericsson.com/UAprof/LT15iR301.xml
Mozilla/5.0 (Linux; U; Android 2.3.3; ko-kr; LGC660 Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1 MMS/LG-Android-MMS-V1.0/1.2|
Blackberry 9800/6.0.0.546 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/609|http://www.blackberry.net/go/mobile/profiles/uaprof/9800_edge/6.0.0.rdf
Mozilla/5.0 (Linux; U; Android 2.3.7; en-us; HTC Desire Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://uaprof.vtext.com/adr62k/adr62k.xml
Dalvik/1.4.0 (Linux; U; Android 2.3.1; sdkDemo Build/GINGERBREAD)|
Mozilla/5.0 (Linux; U; Android 2.2.2; en-us; SCH-M828C[6364393392] Build/FROYO) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://www-ccpp.tcl-ta.com/files/ALCATEL_one_touch_908.xml
Opera/9.80 (J2ME/MIDP; Opera Mini/5.17381/26.984; U; en) Presto/2.8.119 Version/10.54|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_0 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/3.5a;FBBV/3500;FBDV/iPhone4,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/5.0;FBSS/2; FBCR/Verizon;FBID/phone;FBLC/en_US]|
HTC_Touch_HD_T8282 Mozilla/4.0 (compatible; MSIE 4.01; Windows CE; PPC)/UC Browser7.6.1.82|http://www.htcmms.com.tw/gen/Blackstone-1.0.xml
Opera/9.80 (J2ME/MIDP; Opera Mini/4.2.17492/26.984; U; en) Presto/2.8.119 Version/10.54|
Dalvik/1.4.0 (Linux; U; Android 2.3.5; M9 Build/GRJ90)|
Opera/9.80 (J2ME/MIDP; Opera Mini/5.19693/26.984; U; es) Presto/2.8.119 Version/10.54|
Mozilla/5.0 (Linux; U; Android 2.2.1; es-es; LG-P500h Build/FRG83) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1 MMS/LG-Android-MMS-V1.0/1.2|http://gsm.lge.com/html/gsm/P990-M3-D2.xml
Dalvik/1.4.0 (Linux; U; Android 2.3.5; Triumph Build/GRJ22)|
Mozilla/5.0 (Linux; U; Android 2.2.2; zh-cn; LG-P990hN Build/FRG83G) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1 MMS/LG-Android-MMS-V1.0/1.2|http://www-ccpp.tcl-ta.com/files/ALCATEL_one_touch_908.xml
Opera/9.80 (BlackBerry; Opera Mini/5.1.22303/26.984; U; en) Presto/2.8.119 Version/10.54|
Opera/9.80 (J2ME/MIDP; Opera Mini/4.2.22537/26.984; U; ar) Presto/2.8.119 Version/10.54|
Dalvik/1.1.0 (Linux; U; Android 2.1-update1; MB525 Build/JRDNEM_U3_2.51.2)|http://uaprof.motorola.com/phoneconfig/MotoMB525/profile/MotoMB525.rdf
SAMSUNG-SGH-F480/F48RXFHI2 SHP/VPP/R5 NetFront/3.4 Qtv5.3 SMM-MMS/1.2.0 profile/MIDP-2.0 configuration/CLDC-1.1|http://wap.samsungmobile.com/uaprof/SGH-F480_3G.rdf
Opera/9.80 (J2ME/MIDP; Opera Mini/5.18264/26.984; U; en) Presto/2.8.119 Version/10.54|
Mozilla/5.0 (Me so Horney :); U; CPU iPhone OS 4_2_1 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5|
Mozilla/5.0 (Linux; U; Android 2.2.2; de-de; ViewPad7 Build/FRG83G) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|
Dalvik/1.4.0 (Linux; U; Android 2.3.5; SCH-I405 Build/GINGERBREAD)|
Mozilla/5.0 (Linux; U; Android 2.2.2; en-us; SCH-M828C[3029815674] Build/FROYO) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://www-ccpp.tcl-ta.com/files/ALCATEL_one_touch_908.xml
Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; HTC Inspire 4G Build/GRJ90) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|
Mozilla/5.0 (Linux; U; Android 2.2.2; en-us; LG-P509 Build/FRG83G) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2 (AdMob-ANDROID-20091123)|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_0_1 like Mac OS X; en_GB) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/3.5a;FBBV/3500;FBDV/iPhone2,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.0.1;FBSS/1; FBCR/Carrier;FBID/phone;FBLC/en_GB]|
Mozilla/5.0 (Linux; U; Android 2.3.4; en-us; MK16a Build/4.0.1.A.0.283) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://www.htcmms.com.tw/Android/Common/PG863/ua-profile.xml
Mozilla/5.0 (Linux; U; Android 3.1; en-gb; GT-P7300 Build/HMJ37) AppleWebKit/534.13 (KHTML, like Gecko) Version/4.0 Safari/534.13|http://wap.samsungmobile.com/uaprof/GT-P7500.xml
Opera/9.80 (J2ME/MIDP; Opera Mini/5.22234/26.984; U; en) Presto/2.8.119 Version/10.54|
Mozilla/5.0 (Linux; U; Android 2.2.1; en-us; MB525 Build/3.4.2-107_JDN-9) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2 (AdMob-ANDROID-20091123)|http://uaprof.motorola.com/phoneconfig/MotoMB525/profile/MotoMB525.rdf
Mozilla/5.0 (Linux; U; Android 2.2.1; en-us; sapphire) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2|http://www.htcmms.com.tw/Android/TMO/Hero/ua-profile.xml
Opera/9.80 (J2ME/MIDP; Opera Mini/5.1.24321/26.984; U; de) Presto/2.8.119 Version/10.54|
Mozilla/5.0 (Linux; U; Android 2.3.4; en-my; HTC_Sensation_Z710e Build/GRJ22) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://www.htcmms.com.tw/Android/Common/PG863/ua-profile.xml
Mozilla/5.0 (BlackBerry; U; BlackBerry 9800; es) AppleWebKit/534.8+ (KHTML, like Gecko) Version/6.0.0.666 Mobile Safari/534.8+|http://www.blackberry.net/go/mobile/profiles/uaprof/9800_edge/6.0.0.rdf
BlackBerry8520/5.0.0.348 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/212|http://www.blackberry.net/go/mobile/profiles/uaprof/8520_80211g/4.6.1.rdf
Opera/9.80 (J2ME/MIDP; Opera Mini/5.1.22296/26.984; U; ru) Presto/2.8.119 Version/10.54|
Dalvik/1.4.0 (Linux; U; Android 2.3.5; HTC Desire Z Build/MIUI-1.9.30)|http://uaprof.vtext.com/adr62k/adr62k.xml
Mozilla/5.0 (Linux; U; Android 2.3.5; de-de; SAMSUNG GT-I9100/I9100BUKI3F Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|
NokiaE75-1/UC Browser7.9.0.102/28/352/UCWEB|http://nds1.nds.nokia.com/uaprof/NE75-1r100.xml
Mozilla/5.0 (iPod touch; U; CPU iPhone OS 4_3_5 like Mac OS X; de_DE) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0;FBBV/4000.0;FBDV/iPod4,1;FBMD/iPod touch;FBSN/iPhone OS;FBSV/4.3.5;FBSS/2; FBCR/;FBID/phone;FBLC/de_DE;FBSF/2.0]|
Mozilla/5.0 (SymbianOS/9.4; Series60/5.0 NokiaC6-00.1/20.2.041; Profile/MIDP-2.1 Configuration/CLDC-1.1) AppleWebKit/525 (KHTML, like Gecko) BrowserNG/7.2.6.9|
Mozilla/5.0 (Linux; U; Android 2.1-update1; fr-fr; A101IT Build/ECLAIR)AppleWebKit/530.17 (KHTML, like Gecko) Version/4.0 Mobile Safari/530.17|
Mozilla/5.0 (Linux; U; Android 2.2.2; en-us; SCH-M828C[5186817755] Build/FROYO) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://www-ccpp.tcl-ta.com/files/ALCATEL_one_touch_908.xml
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_5 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0;FBBV/4000.0;FBDV/iPhone2,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.3.5;FBSS/1; FBCR/AT&T;FBID/phone;FBLC/en_US;FBSF/1.0]|
Mozilla/5.0 (BlackBerry; U; BlackBerry 9900; en-GB) AppleWebKit/534.11+ (KHTML, like Gecko) Version/7.0.0.403 Mobile Safari/534.11+|
Mozilla/5.0 (iPad; U; CPU OS 4_3 like Mac OS X; vi-vn) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5|
Mozilla/5.0 (Linux; U; Android 2.3.4; en-us; T-Mobile G2 Build/GRJ22) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1 BingWeb/2.0.546.20110811|http://www.htcmms.com.tw/Android/TMO/Hero/ua-profile.xml
Opera/9.80 (J2ME/MIDP; Opera Mini/4.2.14912/26.984; U; de) Presto/2.8.119 Version/10.54|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_5 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.3.5;FBSS/2; FBCR/OPTUS;FBID/phone;FBLC/en_US;FBSF/2.0]|
Mozilla/5.0 (Linux; U; Android 2.3.7; en-gb; HTC Desire Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://uaprof.vtext.com/adr62k/adr62k.xml
Mozilla/5.0 (Linux; U; Android 2.3.5; fr-ca; Nexus One Build/GRJ22) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|
BlackBerry8900/5.0.0.743 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/135|http://www.blackberry.net/go/mobile/profiles/uaprof/8900_80211g/4.6.1.rdf
Opera/9.80 (S60; SymbOS; Opera Mobi/SYB-1109211775; U; es-ES) Presto/2.8.149 Version/11.10|
Mozilla/5.0 (Linux; U; Android 2.2.1; fr-fr; HTC Wildfire Build/FRG83D) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2 (AdMob-ANDROID-20091123)|http://www.htcmms.com.tw/Android/Common/Buzz/ua-profile.xml
Mozilla/5.0 (Linux; U; Android 2.2; en-us; Comet Build/FRF91) AppleWebKit/525.10+ (KHTML, like Gecko) Version/3.0.4 Mobile Safari/523.12.2 (AdMob-ANDROID-20091123)|
Mozilla/5.0 (SAMSUNG; SAMSUNG-GT-S8530/S8530XXJK2; U; Bada/1.2; pt-pt) AppleWebKit/533.1 (KHTML, like Gecko) Dolfin/2.2 Mobile WVGA SMM-MMS/1.2.0 OPN-B|http://wap.samsungmobile.com/uaprof/GT-S8530_3G.rdf
Mozilla/5.0 (iPod touch; U; CPU iPhone OS 4_3_1 like Mac OS X; de_DE) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/3.5a;FBBV/3500;FBDV/iPod4,1;FBMD/iPod touch;FBSN/iPhone OS;FBSV/4.3.1;FBSS/2; FBCR/;FBID/phone;FBLC/de_DE]|
Dalvik/1.4.0 (Linux; U; Android 2.3.5; GT-I9100 Build/MIUI 1.9.2)|
Opera/9.80 (Android 2.2.2; Linux; Opera Mobi/ADR-1110071847; U; fr-CA) Presto/2.9.201 Version/11.50|http://www-ccpp.tcl-ta.com/files/ALCATEL_one_touch_908.xml
Mozilla/5.0 (iPad; U; CPU iPhone OS 4_2_1 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPad1,1;FBMD/iPad;FBSN/iPhone OS;FBSV/4.2.1;FBSS/1; FBCR/;FBID/tablet;FBLC/en_US;FBSF/1.0]|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_1 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0;FBBV/4000.0;FBDV/iPhone2,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.1;FBSS/1; FBCR/AT&T;FBID/phone;FBLC/en_US;FBSF/1.0]|
Mozilla/5.0 (Linux; U; Android 2.2.2; de-de; SGH-T499Y Build/FROYO) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://www-ccpp.tcl-ta.com/files/ALCATEL_one_touch_908.xml
Mozilla/5.0 (Linux; U; Android 2.3.3; es-es; GT-P1000N Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://wap.samsungmobile.com/uaprof/GT-P1000.xml
Opera/9.80 (J2ME/MIDP; Opera Mini/5.21076/26.984; U; en) Presto/2.8.119 Version/10.54|
Opera/9.80 (J2ME/MIDP; Opera Mini/5.1.21051/26.984; U; es) Presto/2.8.119 Version/10.54|
Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; SCH-I110 Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|
Opera/9.80 (Series 60; Opera Mini/5.1.22395/26.984; U; en) Presto/2.8.119 Version/10.54|
SAMSUNG-GT-B3210/1.0 Release/10.19.2009 Browser/NetFront3.5 Profile/MIDP-2.0 Configuration/CLDC-1.1/*MzU4NjI4MDM0NDY5MzY3|http://wap.samsungmobile.com/uaprof/GT-B3210UAProf.xml
BlackBerry8330/4.3.0 Profile/ MIDP-2.0 Configuration/ CLDC-1.1 VendorID/105|http://www.blackberry.net/go/mobile/profiles/uaprof/8330/4.3.0.rdf
Mozilla/5.0 (Series40; NokiaC3-00/04.60; Profile/MIDP-2.1 Configuration/CLDC-1.1) Gecko/20100401 S40OviBrowser/1.4.0.34.8|http://nds1.nds.nokia.com/uaprof/NokiaC3-00r100.xml
Mozilla/5.0 (Linux; U; Android 2.3.3; es-es; Android for Telechips M801 Evaluation Board Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|
Opera/9.80 (J2ME/MIDP; Opera Mini/4.3.25172/26.984; U; ar) Presto/2.8.119 Version/10.54|
Mozilla/4.0 (compatible; Nokia Podcasting; SymbianOS; NokiaN96-1/3.00;)|
Mozilla/5.0 (Linux; U; Android 2.2.2; en-us; SCH-M828C[3303477870] Build/FROYO) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://www-ccpp.tcl-ta.com/files/ALCATEL_one_touch_908.xml
Nokia7610/2.0 (7.0642.0) SymbianOS/7.0s Series60/2.1 Profile/MIDP-2.0 Configuration/CLDC-1.0/UC Browser7.9.0.102/27/354/UCWEB|http://nds1.nds.nokia.com/uaprof/N7610r100.xml
Mozilla/5.0 (Linux; U; Android 2.2.2; en-us; SCH-M828C[4175699908] Build/FROYO) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://www-ccpp.tcl-ta.com/files/ALCATEL_one_touch_908.xml
Opera/9.80 (BlackBerry; Opera Mini/5.1.22265/26.984; U; en) Presto/2.8.119 Version/10.54|
Opera/9.80 (iPhone; Opera Mini/6.1.15738/26.984; U; tr) Presto/2.8.119 Version/10.54|
Mozilla/5.0 (Symbian/3; Series60/5.3 NokiaE7-00/111.020.0307; Profile/MIDP-2.1 Configuration/CLDC-1.1 ) AppleWebKit/533.4 (KHTML, like Gecko) NokiaBrowser/7.4.1.14 Mobile Safari/533.4 3gpp-gba|http://nds1.nds.nokia.com/uaprof/NE7-00r100.xml
Opera/9.80 (J2ME/MIDP; Opera Mini/4.2.17605/26.984; U; es) Presto/2.8.119 Version/10.54|
Mozilla/5.0 (Linux; U; Android 2.2.1; en-ca; X10i Build/FreeX10-beta3_zdzihu) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://wap.sonyericsson.com/UAprof/X10iR101.xml
Mozilla/5.0 (Linux; U; Android 2.3.4; en-us; MB526 Build/4.5.1-134_DFP-38) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://www.htcmms.com.tw/Android/Common/PG863/ua-profile.xml
Opera/9.80 (Series 60; Opera Mini/5.1.22784/26.984; U; ar) Presto/2.8.119 Version/10.54|
Dalvik/1.4.0 (Linux; U; Android 2.3.7; u8160 Build/GINGERBREAD)|
Dalvik/1.4.0 (Linux; U; Android 2.3.7; Z71 Build/GRJ22)|
Opera/9.80 (Android 2.1-update1; Linux; Opera Mobi/ADR-1110071847; U; fr) Presto/2.9.201 Version/11.50|http://wap1.huawei.com/uaprof/HuaweiU8230v100WCDMAEclair.xml
Nokia6080/2.0 (03.33) Profile/MIDP-2.0 Configuration/CLDC-1.1|http://nds.nokia.com/uaprof/N6080r100.xml
Opera/9.80 (iPhone; Opera Mini/5.19802/26.984; U; en) Presto/2.8.119 Version/10.54|
Opera/9.80 (J2ME/MIDP; Opera Mini/4.10247/26.984; U; id) Presto/2.8.119 Version/10.54|
Mozilla/5.0 (Linux; U; Android 2.2.2; en-us; SCH-M828C[6144206722] Build/FROYO) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|http://www-ccpp.tcl-ta.com/files/ALCATEL_one_touch_908.xml
Opera/9.80 (J2ME/MIDP; Opera Mini/4.2.22228/26.984; U; es) Presto/2.8.119 Version/10.54|
Opera/9.80 (J2ME/MIDP; Opera Mini/4.2.19634/26.984; U; en) Presto/2.8.119 Version/10.54|
Mozilla/5.0 (Linux; U; Android Eclair; fr-fr Build/ECLAIR) AppleWebKit/530.17 (KHTML, like Gecko) Version/4.0 Mobile Safari/530.17|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_0 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/5.0;FBSS/2; FBCR/OrangeUK;FBID/phone;FBLC/en_US;FBSF/2.0]|
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_5 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,3;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.2.5;FBSS/2; FBCR/Verizon;FBID/phone;FBLC/en_US;FBSF/2.0]|
BlackBerry8520/4.6.1.314 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/614|http://www.blackberry.net/go/mobile/profiles/uaprof/8520_80211g/4.6.1.rdf
Opera/9.80 (J2ME/MIDP; Opera Mini/4.2.14613/26.984; U; en) Presto/2.8.119 Version/10.54|
Mozilla/5.0 (Linux; U; Android 2.3.5; en-gb; San Francisco II Build/OUK_B02) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1|
Dalvik/1.4.0 (Linux; U; Android 2.3.4; Legend Build/GRH55)|http://www.htcmms.com.tw/Android/Common/Legend/ua-profile.xml
Dalvik/1.5.1 (Linux; U; Android 3.1; Optimus 2x Build/HMJ37)|http://wap.samsungmobile.com/uaprof/GT-P7500.xml
Opera/9.80 (J2ME/MIDP; Opera Mini/5.19376/26.984; U; en) Presto/2.8.119 Version/10.54|
Opera/9.80 (Android 2.3.4; Linux; Opera Mobi/ADR-1109081720; U; fr-CA) Presto/2.8.149 Version/11.10|http://www.htcmms.com.tw/Android/Common/PG863/ua-profile.xml
Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_8 like Mac OS X; en_US) AppleWebKit (KHTML, like Gecko) Mobile [FBAN/FBForIPhone;FBAV/4.0.2;FBBV/4020.0;FBDV/iPhone3,3;FBMD/iPhone;FBSN/iPhone OS;FBSV/4.2.8;FBSS/2; FBCR/Verizon;FBID/phone;FBLC/en_US;FBSF/2.0]|
